131,0210872093785
130,42955115390524
129,84802854083156
129,27698848018983
128,7168275682032
128,16787245804477
127,63038313295488
127,10455672592352
126,59053173806211
126,0883925197482
125,59817389330296
125,11986581214461
124,65341796804887
124,1987442745275
123,75572716980089
123,32422169698685
122,90405933169137
122,49505153806098
122,09699304352712
121,70966483001214
121,33283684538199
120,9662704435976
120,60972056547664
120,26293767442547
119,92566946308825
119,59766234774887
119,27866276764918
118,96841830627875
118,66667865124707
118,37319640867103
118,08772778715473
117,81003316548527
117,53987755714594
117,27703098371104
117,02126876815134
116,77237175807376
116,53012648795432
116,2943252885123
116,0647663505228
115,84125374957294
115,62359743754357
115,41161320593098
115,20512262552329
115,00395296639866
114,80793710172283
114,61691339838278
114,43072559710096
114,24922268432391
114,07225875786855
113,89969288803454
113,73138897564905
113,56721560829318
113,40704591577708
113,25075742575952
113,09823192026909
112,94935529375535
112,80401741318904
112,66211198063785
112,52353639865832
112,38819163877658
112,2559821132674
112,12681555038884
112,00060287318546
111,8772580819338
111,75669814027158
111,63884286502436
111,52361481972073
111,410939211767
111,3007437932375
111,1929587652216
111,08751668566042
110,98435238059479
110,88340285874297
110,78460722931722
110,68790662298859
110,59324411590433
110,50056465666088
110,40981499613652
110,32094362008479
110,23390068439265
110,1486379529071
110,06510873773621
109,98326784193118
109,90307150445884
109,82447734737626
109,7474443251201
109,67193267582803
109,59790387461034
109,52532058869214
109,45414663435176
109,38434693558008
109,3158874843908
109,24873530271321
109,18285840580141
109,11822576709677
109,0548072844837
108,9925737478789
108,93149680809901
108,8715489469533
108,8127034485084
108,75493437147762
108,69821652268583
108,64252543156556
108,58783732564102
108,53412910695758
108,48137832941829
108,42956317698787
108,37866244272962
108,32865550863885
108,27952232624001
108,23124339791657
108,18379975894182
108,13717296018274
108,09134505144786
108,04629856545378
108,00201650238415
107,95848231501691
107,91567989439633
107,87359355602841
107,8322080265773
107,79150843104316
107,75148028040158
107,71210945968656
107,67338221649834
107,63528514991974
107,5978051998249
107,5609296365639
107,52464605100953
107,48894234495101
107,45380672182172
107,41922767774712
107,38519399290112
107,35169472315864
107,31871919203277
107,28625698288543
107,25429793140175
107,22283211831721
107,19184986238841
107,16134171359812
107,13129844658609
107,10171105429606
107,07257074183235
107,04386892051727
107,01559720214178
106,9877473934031
106,96031149052119
106,93328167402899
106,9066503037286
106,88040991380828
106,85455320811438
106,82907305557205
106,80396248575028
106,77921468456482
106,7548229901157
106,73078088865323
106,70708201066842
106,6837201271035
106,66068914567843
106,63798310732903
106,61559618275304
106,59352266906026
106,57175698652395
106,55029367542805
106,52912739300977
106,50825291049131
106,48766511020072
106,46735898277588
106,44732962445094
106,42757223442241
106,40808211229007
106,38885465557365
106,36988535729913
106,35116980365552
106,33270367171782
106,3144827272344
106,29650282247775
106,27875989415475
106,26124996137646
106,24396912368361
106,22691355912795
106,21007952240623
106,19346334304535
106,17706142363824
106,16087023812678
106,14488633013279
106,12910631133333
106,11352685988021
106,09814471886222
106,0829566948083
106,06795965623094
106,05315053220797
106,0385263110023
106,02408403871796
106,00982081799125
105,99573380671625
105,98182021680405
105,96807731297329
105,95450241157319
105,94109287943552
105,92784613275728
105,91475963601152
105,90183090088571
105,88905748524733
105,87643699213584
105,86396706877933
105,85164540563687
105,83946973546405
105,82743783240203
105,8155475110895
105,8037966257964
105,79218306957883
105,78070477345507
105,76935970560183
105,75814587056945
105,74706130851732
105,73610409446668
105,72527233757225
105,71456418041102
105,70397779828828
105,69351139856023
105,68316321997246
105,67293153201463
105,6628146342899
105,65281085589979
105,64291855484275
105,63313611742777
105,62346195770078
105,61389451688504
105,60443226283422
105,59507368949807
105,5858173164008
105,57666168813093
105,56760537384321
105,55864696677165
105,54978508375392
105,54101836476607
105,53234547246856
105,52376509176175
105,5152759293516
105,50687671332537
105,49856619273665
105,4903431371993
105,48220633649115
105,4741546001655
105,46618675717231
105,45830165548654
105,45049816174577
105,44277516089483
105,43513155583882
105,42756626710323
105,42007823250188
